SAMD00034391				GCF_001879565.1	Complete genome sequence of plant pathogen R. solanacearum OE1-1	SAMD00034391	4092273	Ralstonia solanacearum OE1-1	OE1-1	not applicable	not applicable	Solanum melongena		not applicable		not applicable			not applicable	not applicable	2	not applicable	not applicable															Genome R. solanacearum OE1-1			RSOE																																Complete genome sequence of Ralstonia solanacearum OE1-1							
SAMD00657123	MAFF 211520	RAL_AA0015AA		GCF_037101325.1	Ralstonia pseudosolanacearum MAFF 211520	SAMD00657123	38237302	Ralstonia pseudosolanacearum	MAFF 211520	not applicable	not applicable	not applicable	not applicable		not applicable																							MAFF 211520			MAFF211520																																							
SAMD00657124	MAFF 211521	RAL_AA0014AA		GCF_037101335.1	Ralstonia pseudosolanacearum MAFF 211521	SAMD00657124	38237303	Ralstonia pseudosolanacearum	MAFF 211521	not applicable	not applicable	not applicable	not applicable		not applicable																							MAFF 211521			MAFF211521																																							
SAMD00657125	MAFF 301524	RAL_AA0013AA		GCF_037101345.1	Ralstonia pseudosolanacearum MAFF 301524	SAMD00657125	38237304	Ralstonia pseudosolanacearum	MAFF 301524	not applicable	not applicable	not applicable	not applicable		not applicable																							MAFF 301524			MAFF301524																																							
SAMD00657126	MAFF 301069	RAL_AA0012AA		GCF_037101355.1	Ralstonia pseudosolanacearum MAFF 301069	SAMD00657126	38237305	Ralstonia pseudosolanacearum	MAFF 301069	not applicable	not applicable	not applicable	not applicable		not applicable																							MAFF 301069			MAFF301069																																							
SAMD00657127	MAFF 211271	RAL_AA1757AA		GCF_037101365.1	Ralstonia pseudosolanacearum MAFF 211271	SAMD00657127	38237306	Ralstonia syzygii subsp. indonesiensis	MAFF 211271	not applicable	not applicable	not applicable	not applicable		not applicable																							MAFF 211271			MAFF211271																																							
SAMD00889216	MAFF 106244	RAL_AA1062AA		GCF_055396965.1	Ralstonia pseudosolanacearum MAFF 106244	SAMD00889216	48851964	Ralstonia pseudosolanacearum	MAFF 106244	1981	Japan:Nara	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106244		4111	MAFF106244			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229170	MAFF 106251	RAL_AA1157AA		GCF_055396695.1	Ralstonia pseudosolanacearum MAFF 106251	SAMD01229170	49764383	Ralstonia pseudosolanacearum	MAFF 106251	1981	Japan:Osaka	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106251		4111	MAFF106251			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229171	MAFF 724001	RAL_AA1156AA		GCF_055396595.1	Ralstonia pseudosolanacearum MAFF 724001	SAMD01229171	49764384	Ralstonia pseudosolanacearum	MAFF 724001	1982	Japan:Nara	Solanum tuberosum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 724001		4113	MAFF724001			aerobe	autotroph	Solanum tuberosum	parasite																																	
SAMD01229172	MAFF 724002	RAL_AA1139AA		GCF_055395975.1	Ralstonia pseudosolanacearum MAFF 724002	SAMD01229172	49764385	Ralstonia pseudosolanacearum	MAFF 724002	1982	Japan:Tottori	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 724002		4111	MAFF724002			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229173	MAFF 724003	RAL_AA1138AA		GCF_055395735.1	Ralstonia pseudosolanacearum MAFF 724003	SAMD01229173	49764386	Ralstonia pseudosolanacearum	MAFF 724003	1982	Japan:Okayama	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 724003		4111	MAFF724003			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229174	MAFF 106252	RAL_AA1137AA		GCF_055395355.1	Ralstonia pseudosolanacearum MAFF 106252	SAMD01229174	49764387	Ralstonia pseudosolanacearum	MAFF 106252	1982	Japan:Fukuoka	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106252		4111	MAFF106252			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229175	MAFF 724004	RAL_AA1136AA		GCF_055395135.1	Ralstonia pseudosolanacearum MAFF 724004	SAMD01229175	49764388	Ralstonia pseudosolanacearum	MAFF 724004	1982	Japan:Hyogo	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 724004		4081	MAFF724004			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229176	MAFF 106253	RAL_AA1135AA		GCF_055394475.1	Ralstonia pseudosolanacearum MAFF 106253	SAMD01229176	49764389	Ralstonia pseudosolanacearum	MAFF 106253	1982	Japan:Hiroshima	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106253		4111	MAFF106253			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229177	MAFF 724005	RAL_AA1134AA		GCF_055394085.1	Ralstonia pseudosolanacearum MAFF 724005	SAMD01229177	49764390	Ralstonia pseudosolanacearum	MAFF 724005	1982	Japan:Osaka	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 724005		4111	MAFF724005			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229178	MAFF 724008	RAL_AA1133AA		GCF_055393675.1	Ralstonia pseudosolanacearum MAFF 724008	SAMD01229178	49764391	Ralstonia pseudosolanacearum	MAFF 724008	1982	Japan:Shizuoka	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 724008		4081	MAFF724008			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229179	MAFF 106245	RAL_AA1132AA		GCF_055393435.1	Ralstonia pseudosolanacearum MAFF 106245	SAMD01229179	49764392	Ralstonia pseudosolanacearum	MAFF 106245	1982	Japan:Mie	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106245		4081	MAFF106245			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229180	MAFF 724009	RAL_AA1131AA		GCF_055392825.1	Ralstonia pseudosolanacearum MAFF 724009	SAMD01229180	49764393	Ralstonia pseudosolanacearum	MAFF 724009	1982	Japan:Ibaraki	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 724009		4081	MAFF724009			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229181	MAFF 724010	RAL_AA1130AA		GCF_055392285.1	Ralstonia pseudosolanacearum MAFF 724010	SAMD01229181	49764394	Ralstonia pseudosolanacearum	MAFF 724010	1982	Japan:Gunma	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 724010		4111	MAFF724010			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229182	MAFF 311869	RAL_AA1129AA		GCF_055392065.1	Ralstonia pseudosolanacearum MAFF 311869	SAMD01229182	49764395	Ralstonia pseudosolanacearum	MAFF 311869	1982	Japan:Kochi	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311869		4081	MAFF311869			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229183	MAFF 311870	RAL_AA1128AA		GCF_055391665.1	Ralstonia pseudosolanacearum MAFF 311870	SAMD01229183	49764396	Ralstonia pseudosolanacearum	MAFF 311870	1982	Japan:Kochi	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311870		4081	MAFF311870			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229184	MAFF 311871	RAL_AA1127AA		GCF_055391285.1	Ralstonia pseudosolanacearum MAFF 311871	SAMD01229184	49764397	Ralstonia pseudosolanacearum	MAFF 311871	1982	Japan:Kochi	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311871		4111	MAFF311871			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229185	MAFF 311872	RAL_AA1126AA		GCF_055390885.1	Ralstonia pseudosolanacearum MAFF 311872	SAMD01229185	49764398	Ralstonia pseudosolanacearum	MAFF 311872	1982	Japan:Kagoshima	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311872		4081	MAFF311872			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229186				GCF_055390545.1	Ralstonia pseudosolanacearum MAFF 311873	SAMD01229186	49764399	Ralstonia pseudosolanacearum	MAFF 311873	1982	Japan:Saga	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311873		4111	MAFF311873			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229187	MAFF 311874	RAL_AA1124AA		GCF_055390165.1	Ralstonia pseudosolanacearum MAFF 311874	SAMD01229187	49764400	Ralstonia pseudosolanacearum	MAFF 311874	1982	Japan:Osaka	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311874		4081	MAFF311874			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229188				GCF_055389745.1	Ralstonia pseudosolanacearum MAFF 311875	SAMD01229188	49764401	Ralstonia pseudosolanacearum	MAFF 311875	1982	Japan:Shimane	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311875		4081	MAFF311875			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229189	MAFF 106254	RAL_AA1106AA		GCF_055389375.1	Ralstonia pseudosolanacearum MAFF 106254	SAMD01229189	49764402	Ralstonia pseudosolanacearum	MAFF 106254	1982	Japan:Wakayama	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106254		4111	MAFF106254			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229190	MAFF 311876	RAL_AA1105AA		GCF_055388985.1	Ralstonia pseudosolanacearum MAFF 311876	SAMD01229190	49764403	Ralstonia pseudosolanacearum	MAFF 311876	1982	Japan:Tokyo	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311876		4111	MAFF311876			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229191	MAFF 311877	RAL_AA1104AA		GCF_055388585.1	Ralstonia pseudosolanacearum MAFF 311877	SAMD01229191	49764404	Ralstonia pseudosolanacearum	MAFF 311877	1982	Japan:Gunma	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311877		4081	MAFF311877			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229192	MAFF 311878	RAL_AA1103AA		GCF_055388055.1	Ralstonia pseudosolanacearum MAFF 311878	SAMD01229192	49764405	Ralstonia pseudosolanacearum	MAFF 311878	1982	Japan:Saitama	Solanum melongena		missing		missing			not applicable	missing	1	not applicable	not applicable															MAFF 311878		4111	MAFF311878			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229193	MAFF 311879	RAL_AA1102AA		GCF_055387825.1	Ralstonia pseudosolanacearum MAFF 311879	SAMD01229193	49764406	Ralstonia pseudosolanacearum	MAFF 311879	1982	Japan:Nagano	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311879		4081	MAFF311879			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229194	MAFF 311880	RAL_AA1101AA		GCF_055387485.1	Ralstonia pseudosolanacearum MAFF 311880	SAMD01229194	49764407	Ralstonia pseudosolanacearum	MAFF 311880	1982	Japan:Yamaguchi	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311880		4081	MAFF311880			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229195	MAFF 311881	RAL_AA1100AA		GCF_055387035.1	Ralstonia pseudosolanacearum MAFF 311881	SAMD01229195	49764408	Ralstonia pseudosolanacearum	MAFF 311881	1982	Japan:Yamaguchi	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311881		4081	MAFF311881			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229196				GCF_055386735.1	Ralstonia pseudosolanacearum MAFF 311882	SAMD01229196	49764409	Ralstonia pseudosolanacearum	MAFF 311882	1982	Japan:Yamaguchi	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311882		4081	MAFF311882			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229197	MAFF 311883	RAL_AA1098AA		GCF_055386225.1	Ralstonia pseudosolanacearum MAFF 311883	SAMD01229197	49764410	Ralstonia pseudosolanacearum	MAFF 311883	1982	Japan:Kanagawa	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311883		4081	MAFF311883			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229198	MAFF 311884	RAL_AA1097AA		GCF_055385855.1	Ralstonia pseudosolanacearum MAFF 311884	SAMD01229198	49764411	Ralstonia pseudosolanacearum	MAFF 311884	1982	Japan:Yamanashi	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311884		4111	MAFF311884			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229199	MAFF 311885	RAL_AA1096AA		GCF_055385485.1	Ralstonia pseudosolanacearum MAFF 311885	SAMD01229199	49764412	Ralstonia pseudosolanacearum	MAFF 311885	1982	Japan:Oita	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311885		4081	MAFF311885			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229200	MAFF 311886	RAL_AA1095AA		GCF_055385175.1	Ralstonia pseudosolanacearum MAFF 311886	SAMD01229200	49764413	Ralstonia pseudosolanacearum	MAFF 311886	1982	Japan:Oita	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311886		4081	MAFF311886			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229201	MAFF 311887	RAL_AA1094AA		GCF_055384715.1	Ralstonia pseudosolanacearum MAFF 311887	SAMD01229201	49764414	Ralstonia pseudosolanacearum	MAFF 311887	1982	Japan:Oita	Capsicum annuum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311887		4072	MAFF311887			aerobe	autotroph	Capsicum annuum	parasite																																	
SAMD01229202	MAFF 311888	RAL_AA1093AA		GCF_055542735.1	Ralstonia pseudosolanacearum MAFF 311888	SAMD01229202	49764415	Ralstonia pseudosolanacearum	MAFF 311888	1982	Japan:Ehime	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311888		4081	MAFF311888			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229203	MAFF 106255	RAL_AA1092AA		GCF_055383775.1	Ralstonia pseudosolanacearum MAFF 106255	SAMD01229203	49764416	Ralstonia pseudosolanacearum	MAFF 106255	1982	Japan:Kumamoto	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106255		4081	MAFF106255			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229204	MAFF 311889	RAL_AA1155AA		GCF_055383415.1	Ralstonia pseudosolanacearum MAFF 311889	SAMD01229204	49764417	Ralstonia pseudosolanacearum	MAFF 311889	1982	Japan:Fukuoka	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311889		4111	MAFF311889			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229205				GCF_055383015.1	Ralstonia pseudosolanacearum MAFF 311890	SAMD01229205	49764418	Ralstonia pseudosolanacearum	MAFF 311890	1982	Japan:Shizuoka	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311890		4111	MAFF311890			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229206	MAFF 311891	RAL_AA1153AA		GCF_055382575.1	Ralstonia pseudosolanacearum MAFF 311891	SAMD01229206	49764419	Ralstonia pseudosolanacearum	MAFF 311891	1982	Japan:Aichi	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311891		4081	MAFF311891			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229207	MAFF 311892	RAL_AA1152AA		GCF_055382075.1	Ralstonia pseudosolanacearum MAFF 311892	SAMD01229207	49764420	Ralstonia pseudosolanacearum	MAFF 311892	1982	Japan:Nagasaki	Solanum tuberosum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311892		4113	MAFF311892			aerobe	autotroph	Solanum tuberosum	parasite																																	
SAMD01229208	MAFF 311893	RAL_AA1151AA		GCF_055381715.1	Ralstonia pseudosolanacearum MAFF 311893	SAMD01229208	49764421	Ralstonia pseudosolanacearum	MAFF 311893	1982	Japan:Kanagawa	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311893		4081	MAFF311893			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229209				GCF_055381295.1	Ralstonia pseudosolanacearum MAFF 311894	SAMD01229209	49764422	Ralstonia pseudosolanacearum	MAFF 311894	1982	Japan:Shizuoka	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311894		4081	MAFF311894			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229210	MAFF 311895	RAL_AA1149AA		GCF_055380885.1	Ralstonia pseudosolanacearum MAFF 311895	SAMD01229210	49764423	Ralstonia pseudosolanacearum	MAFF 311895	1983	Japan:Saga	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311895		4111	MAFF311895			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229211	MAFF 311896	RAL_AA1148AA		GCF_055380435.1	Ralstonia pseudosolanacearum MAFF 311896	SAMD01229211	49764424	Ralstonia pseudosolanacearum	MAFF 311896	1983	Japan:Shizuoka	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311896		4081	MAFF311896			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229212				GCF_055380045.1	Ralstonia pseudosolanacearum MAFF 311897	SAMD01229212	49764425	Ralstonia pseudosolanacearum	MAFF 311897	1983	Japan:Ehime	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311897		4081	MAFF311897			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229213	MAFF 311898	RAL_AA1146AA		GCF_055379705.1	Ralstonia pseudosolanacearum MAFF 311898	SAMD01229213	49764426	Ralstonia pseudosolanacearum	MAFF 311898	1983	Japan:Kyoto	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311898		4111	MAFF311898			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229214	MAFF 311899	RAL_AA1145AA		GCF_055379425.1	Ralstonia pseudosolanacearum MAFF 311899	SAMD01229214	49764427	Ralstonia pseudosolanacearum	MAFF 311899	1983	Japan:Fukui	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311899		4081	MAFF311899			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229215	MAFF 106256	RAL_AA1144AA		GCF_055378945.1	Ralstonia pseudosolanacearum MAFF 106256	SAMD01229215	49764428	Ralstonia pseudosolanacearum	MAFF 106256	1983	Japan:Oita	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106256		4111	MAFF106256			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229216	MAFF 311900	RAL_AA1143AA		GCF_055378695.1	Ralstonia pseudosolanacearum MAFF 311900	SAMD01229216	49764429	Ralstonia pseudosolanacearum	MAFF 311900	1983	Japan:Kyoto	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311900		4111	MAFF311900			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229217				GCF_055378275.1	Ralstonia pseudosolanacearum MAFF 311901	SAMD01229217	49764430	Ralstonia pseudosolanacearum	MAFF 311901	1983	Japan:Kochi	Capsicum annuum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311901		4072	MAFF311901			aerobe	autotroph	Capsicum annuum	parasite																																	
SAMD01229218	MAFF 106257	RAL_AA1141AA		GCF_055398245.1	Ralstonia pseudosolanacearum MAFF 106257	SAMD01229218	49764431	Ralstonia pseudosolanacearum	MAFF 106257	1983	Japan:Kochi	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106257		4081	MAFF106257			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229219	MAFF 311902	RAL_AA1140AA		GCF_055398065.1	Ralstonia pseudosolanacearum MAFF 311902	SAMD01229219	49764432	Ralstonia pseudosolanacearum	MAFF 311902	1983	Japan:Kochi	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 311902		4081	MAFF311902			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229220	MAFF 106204	RAL_AA1091AA		GCF_055397765.1	Ralstonia pseudosolanacearum MAFF 106204	SAMD01229220	49764433	Ralstonia pseudosolanacearum	MAFF 106204	1983	Japan:Kochi	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106204		4111	MAFF106204			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229221	MAFF 106205	RAL_AA1090AA		GCF_055397595.1	Ralstonia pseudosolanacearum MAFF 106205	SAMD01229221	49764434	Ralstonia pseudosolanacearum	MAFF 106205	1983	Japan:Kochi	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106205		4111	MAFF106205			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229222	MAFF 106258	RAL_AA1089AA		GCF_055397415.1	Ralstonia pseudosolanacearum MAFF 106258	SAMD01229222	49764435	Ralstonia pseudosolanacearum	MAFF 106258	1983	Japan:Kochi	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106258		4111	MAFF106258			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229223	MAFF 106206	RAL_AA1088AA		GCF_055397205.1	Ralstonia pseudosolanacearum MAFF 106206	SAMD01229223	49764436	Ralstonia pseudosolanacearum	MAFF 106206	1984	Japan:Fukuoka	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106206		4111	MAFF106206			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229224	MAFF 106207	RAL_AA1087AA		GCF_055396955.1	Ralstonia pseudosolanacearum MAFF 106207	SAMD01229224	49764437	Ralstonia pseudosolanacearum	MAFF 106207	1984	Japan:Hiroshima	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106207		4081	MAFF106207			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229225	MAFF 106208	RAL_AA1086AA		GCF_055396855.1	Ralstonia pseudosolanacearum MAFF 106208	SAMD01229225	49764438	Ralstonia pseudosolanacearum	MAFF 106208	1984	Japan:Hiroshima	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106208		4111	MAFF106208			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229226	MAFF 106209	RAL_AA1085AA		GCF_055396565.1	Ralstonia pseudosolanacearum MAFF 106209	SAMD01229226	49764439	Ralstonia pseudosolanacearum	MAFF 106209	1984	Japan:Hiroshima	Solanum lycopersicum		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106209		4081	MAFF106209			aerobe	autotroph	Solanum lycopersicum	parasite																																	
SAMD01229227				GCF_055396295.1	Ralstonia pseudosolanacearum MAFF 106210	SAMD01229227	49764440	Ralstonia pseudosolanacearum	MAFF 106210	1984	Japan:Nara	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106210		4111	MAFF106210			aerobe	autotroph	Solanum melongena	parasite																																	
SAMD01229228	MAFF 106211	RAL_AA1083AA		GCF_055395705.1	Ralstonia pseudosolanacearum MAFF 106211	SAMD01229228	49764441	Ralstonia pseudosolanacearum	MAFF 106211	1984	Japan:Kyoto	Solanum melongena		missing		missing			not applicable	missing	2	not applicable	not applicable															MAFF 106211		4111	MAFF106211			aerobe	autotroph	Solanum melongena	parasite																																	
